farm_id,state,district,village,crop,crop_variety,sowing_date,harvesting_date,season,land_area_acres,soil_type,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_used,irrigation_method,rainfall_mm,avg_temperature_c,humidity_percent,pest_attack,disease_name,pesticide_used,expected_yield_tonnes,actual_yield_tonnes,water_consumption_litres,production_cost_inr,market_price_inr,profit_loss_inr,crop_health_score,sustainability_score
FARM00965,Karnataka,Belagavi,Village_344,Millet,Bajra,2021-11-01,2022-02-27,Zaid,6.36,Laterite,5.8,85,62,130,NPK,Drip,36.2,32.8,56,No,None,Neem Oil,24.02,25.8,447143.7,85015.0,49380.47,-35634.53,62,94
FARM00966,Maharashtra,Nashik,Village_378,Wheat,HD2967,2021-08-13,2022-01-11,Kharif,5.0,Alluvial,6.0,114,75,102,Vermicompost,Canal,28.9,26.7,63,No,None,Neem Oil,14.81,15.3,110200.2,158848.68,29253.22,-129595.46,55,95
FARM00967,Maharashtra,Pune,Village_422,Cotton,Suraj,2022-12-14,2023-03-24,Zaid,2.29,Clay,6.6,70,149,97,Organic Compost,Rain-fed,35.2,42.2,61,Yes,Leaf Blight,Chlorpyrifos,7.84,6.27,84595.0,56018.14,19991.68,-36026.46,62,61
FARM00968,Assam,Guwahati,Village_32,Millet,Bajra,2024-04-08,2024-08-25,Rabi,3.81,Clay,6.5,150,62,178,Organic Compost,Rain-fed,66.5,25.9,62,No,None,Neem Oil,15.22,15.18,98539.9,104943.08,30106.54,-74836.54,66,72
FARM00969,West Bengal,Kolkata,Village_356,Soybean,JS335,2022-08-02,2022-12-10,Rabi,12.34,Alluvial,6.9,70,75,175,NPK,Flood,37.3,33.1,66,Yes,Leaf Blight,Imidacloprid,45.55,36.44,330570.9,422397.49,107131.15,-315266.34,45,92
FARM00970,Tamil Nadu,Madurai,Village_189,Sugarcane,Co86032,2023-06-17,2023-11-20,Rabi,5.83,Red,8.1,136,107,163,Urea,Flood,26.9,28.7,55,No,None,Neem Oil,19.29,18.83,188808.9,72385.5,35408.77,-36976.73,67,85
FARM00971,Maharashtra,Pune,Village_28,Potato,Kufri Jyoti,2021-10-13,2022-01-29,Rabi,9.31,Red,5.7,144,51,171,Urea,Drip,84.6,26.4,72,No,None,Neem Oil,39.22,37.36,242722.9,236623.32,139377.17,-97246.15,77,56
FARM00972,Tamil Nadu,Madurai,Village_2,Maize,HQPM1,2020-09-12,2021-01-10,Zaid,6.89,Clay,6.1,135,86,176,DAP,Rain-fed,78.3,25.4,68,No,None,Neem Oil,28.37,28.6,208601.2,110964.9,83961.52,-27003.38,72,60
FARM00973,Rajasthan,Jaipur,Village_461,Wheat,PBW725,2022-10-21,2023-03-30,Kharif,19.16,Laterite,6.4,118,71,152,Vermicompost,Flood,130.4,31.0,83,Yes,Leaf Blight,Imidacloprid,88.92,71.14,759563.7,325712.75,169561.71,-156151.04,40,90
FARM00974,Assam,Guwahati,Village_145,Rice,Basmati,2023-08-03,2024-01-16,Kharif,4.57,Clay,7.1,45,138,148,DAP,Drip,76.7,32.2,68,No,None,Neem Oil,14.46,14.58,330417.6,124294.77,37032.55,-87262.22,78,76
FARM00975,Tamil Nadu,Madurai,Village_49,Sugarcane,Co0238,2021-07-19,2021-10-29,Rabi,19.16,Alluvial,7.7,88,69,174,Urea,Sprinkler,63.6,29.1,70,No,None,Neem Oil,77.15,78.98,466430.6,358683.73,317146.71,-41537.02,67,95
FARM00976,Karnataka,Mysuru,Village_158,Maize,DHM117,2023-11-28,2024-03-25,Zaid,10.93,Laterite,6.6,140,55,85,Urea,Sprinkler,97.1,19.4,66,No,None,Neem Oil,45.15,45.02,849275.6,329678.51,149361.64,-180316.87,73,61
FARM00977,Maharashtra,Nashik,Village_326,Wheat,HD2967,2021-03-22,2021-07-28,Rabi,23.2,Clay,7.3,109,121,79,Vermicompost,Flood,25.1,18.8,56,No,None,Neem Oil,68.73,67.16,1065962.1,648249.22,250547.95,-397701.27,93,56
FARM00978,Maharashtra,Nashik,Village_275,Rice,Basmati,2022-06-05,2022-10-15,Rabi,1.09,Black,6.6,45,124,105,DAP,Canal,65.6,30.9,70,Yes,Leaf Blight,Chlorpyrifos,3.84,3.07,46790.2,27158.97,11189.51,-15969.46,47,65
FARM00979,Karnataka,Belagavi,Village_5,Millet,Bajra,2024-03-11,2024-07-16,Rabi,13.48,Laterite,6.5,122,166,177,DAP,Drip,99.8,36.4,79,No,None,Neem Oil,48.69,50.08,1076528.0,429186.81,143558.73,-285628.08,56,50
FARM00980,Punjab,Amritsar,Village_280,Maize,DHM117,2020-04-23,2020-08-04,Kharif,9.35,Clay,7.5,107,100,173,NPK,Rain-fed,77.7,28.1,77,No,None,Neem Oil,36.65,39.52,392240.5,174715.35,154586.22,-20129.13,78,53
FARM00981,Maharashtra,Nashik,Village_373,Potato,Kufri Jyoti,2023-08-14,2024-01-14,Zaid,7.24,Loamy,6.1,88,93,176,Vermicompost,Sprinkler,109.5,28.0,82,No,None,Neem Oil,29.23,28.78,154440.5,142752.98,61402.03,-81350.95,75,73
FARM00982,Tamil Nadu,Madurai,Village_90,Wheat,PBW725,2020-10-26,2021-04-17,Zaid,6.02,Clay,6.4,150,179,102,Urea,Rain-fed,31.8,24.2,65,No,None,Neem Oil,19.77,18.99,104433.4,100609.53,48340.64,-52268.89,87,79
FARM00983,Maharashtra,Pune,Village_7,Potato,Kufri Jyoti,2022-09-04,2022-12-22,Rabi,7.9,Red,7.5,100,126,88,Organic Compost,Flood,95.5,24.1,79,No,None,Neem Oil,29.77,28.95,490994.2,153023.56,67348.25,-85675.31,78,76
FARM00984,Rajasthan,Jaipur,Village_376,Sugarcane,Co0238,2021-08-27,2022-02-02,Kharif,3.6,Red,5.9,41,70,94,Urea,Rain-fed,99.9,30.7,71,No,None,Neem Oil,17.06,18.59,191437.2,52429.14,56468.23,4039.09,62,93
FARM00985,Uttar Pradesh,Lucknow,Village_91,Rice,Basmati,2023-06-04,2023-11-07,Zaid,21.8,Loamy,6.6,125,107,117,Urea,Canal,91.3,33.3,77,No,None,Neem Oil,76.27,83.78,850685.6,699667.55,333217.73,-366449.82,63,67
FARM00986,West Bengal,Siliguri,Village_127,Wheat,PBW725,2023-02-17,2023-07-07,Zaid,23.75,Red,7.0,146,100,165,DAP,Sprinkler,64.7,18.2,59,No,None,Neem Oil,85.71,85.48,550151.0,371589.77,263043.78,-108545.99,86,72
FARM00987,Assam,Jorhat,Village_389,Sugarcane,Co0238,2021-04-30,2021-10-11,Kharif,10.85,Alluvial,8.1,47,112,93,Urea,Canal,40.0,33.2,66,No,None,Neem Oil,45.2,46.3,787703.7,262110.66,110162.78,-151947.88,74,45
FARM00988,Maharashtra,Nashik,Village_43,Potato,Kufri Pukhraj,2021-10-12,2022-04-03,Zaid,20.35,Alluvial,7.0,63,153,50,Urea,Sprinkler,54.9,22.2,66,Yes,Leaf Blight,Imidacloprid,87.27,69.82,466321.2,351456.0,207845.25,-143610.75,68,59
FARM00989,Uttar Pradesh,Lucknow,Village_438,Potato,Kufri Jyoti,2022-01-28,2022-05-16,Kharif,2.06,Black,7.0,180,67,159,NPK,Flood,44.5,24.6,58,No,None,Neem Oil,8.12,8.66,90749.0,50919.22,30085.94,-20833.28,72,46
FARM00990,West Bengal,Kolkata,Village_426,Wheat,HD2967,2022-10-19,2023-03-27,Zaid,12.53,Clay,5.9,152,148,55,Organic Compost,Drip,159.2,19.2,96,No,None,Neem Oil,66.73,67.48,259453.5,381045.26,240207.09,-140838.17,79,66
FARM00991,Assam,Jorhat,Village_244,Sugarcane,Co0238,2023-10-03,2024-02-19,Zaid,19.12,Alluvial,5.9,130,145,95,Urea,Rain-fed,46.2,28.2,66,Yes,Leaf Blight,Chlorpyrifos,67.18,53.74,1118456.1,355305.99,122595.24,-232710.75,66,79
FARM00992,West Bengal,Siliguri,Village_485,Cotton,Suraj,2020-10-28,2021-04-10,Kharif,6.96,Red,7.6,140,78,73,Urea,Flood,100.6,27.2,74,Yes,Leaf Blight,Imidacloprid,30.98,24.78,156142.2,132181.41,55367.26,-76814.15,50,62
FARM00993,Karnataka,Mysuru,Village_439,Maize,DHM117,2023-06-29,2023-11-18,Zaid,18.07,Loamy,6.9,119,74,85,NPK,Sprinkler,90.8,24.8,77,No,None,Neem Oil,68.07,67.55,1313933.8,484187.39,273628.17,-210559.22,63,75
FARM00994,Karnataka,Mysuru,Village_26,Sugarcane,Co0238,2021-09-30,2022-01-04,Kharif,9.74,Alluvial,8.2,167,104,44,NPK,Canal,109.5,28.4,69,No,None,Neem Oil,38.53,38.2,376211.4,168037.29,69662.21,-98375.08,73,50
FARM00995,Tamil Nadu,Madurai,Village_24,Cotton,Suraj,2020-10-22,2021-03-28,Zaid,11.63,Laterite,6.8,110,162,71,Organic Compost,Flood,92.7,31.1,73,No,None,Neem Oil,41.19,44.13,215431.7,178482.36,120226.19,-58256.17,76,47
FARM00996,Tamil Nadu,Coimbatore,Village_232,Millet,Ragi,2023-04-14,2023-08-12,Rabi,4.76,Loamy,7.5,100,112,121,Vermicompost,Sprinkler,46.1,22.3,66,No,None,Neem Oil,18.63,17.89,169285.7,156149.79,53665.67,-102484.12,93,53
FARM00997,Assam,Jorhat,Village_301,Wheat,PBW725,2024-02-11,2024-06-21,Kharif,3.92,Loamy,5.8,49,156,102,Urea,Drip,47.2,28.4,56,Yes,Leaf Blight,Chlorpyrifos,16.7,13.36,262763.5,102778.34,49167.22,-53611.12,38,45
FARM00998,Rajasthan,Kota,Village_374,Potato,Kufri Pukhraj,2020-09-16,2021-01-16,Zaid,22.17,Laterite,6.9,147,47,128,Vermicompost,Flood,149.6,26.6,85,Yes,Leaf Blight,Chlorpyrifos,106.58,85.26,1653527.4,416640.11,355371.23,-61268.88,37,90
FARM00999,Uttar Pradesh,Meerut,Village_199,Soybean,JS335,2023-01-12,2023-04-12,Rabi,5.55,Loamy,6.4,100,62,86,Organic Compost,Rain-fed,158.3,25.3,81,Yes,Leaf Blight,Imidacloprid,25.48,20.38,380936.2,153635.23,73602.57,-80032.66,66,68
FARM01000,Assam,Guwahati,Village_53,Cotton,Bt,2022-02-27,2022-06-26,Kharif,20.97,Red,5.9,153,55,77,Organic Compost,Sprinkler,44.4,27.8,65,Yes,Leaf Blight,Imidacloprid,71.22,56.98,640627.9,587663.43,180730.08,-406933.35,53,89
FARM01001,West Bengal,Siliguri,Village_448,Potato,Kufri Pukhraj,2020-07-05,2020-10-25,Rabi,15.79,Clay,6.8,40,144,149,Vermicompost,Flood,36.0,19.7,62,No,None,Neem Oil,63.65,63.31,1173976.0,458972.69,221178.71,-237793.98,80,53
FARM01002,Karnataka,Belagavi,Village_224,Potato,Kufri Jyoti,2022-07-01,2022-12-27,Rabi,22.95,Loamy,7.0,175,120,116,NPK,Canal,70.5,24.2,73,No,None,Neem Oil,86.03,81.84,746299.9,353980.48,325335.98,-28644.5,55,49
FARM01003,Rajasthan,Jaipur,Village_118,Wheat,PBW725,2024-01-08,2024-06-21,Kharif,6.72,Alluvial,5.9,59,134,180,NPK,Canal,71.2,30.8,61,Yes,Leaf Blight,Imidacloprid,28.11,22.49,159477.9,95590.47,88280.89,-7309.58,37,46
FARM01004,Rajasthan,Jaipur,Village_65,Maize,DHM117,2024-01-24,2024-06-12,Rabi,13.3,Clay,6.2,112,44,84,Vermicompost,Sprinkler,105.2,27.0,71,Yes,Leaf Blight,Imidacloprid,50.0,40.0,759157.6,177039.45,164342.82,-12696.63,27,60
FARM01005,Karnataka,Mysuru,Village_194,Rice,IR64,2022-02-23,2022-06-19,Zaid,5.63,Loamy,6.8,108,92,105,Organic Compost,Rain-fed,92.1,29.6,73,No,None,Neem Oil,26.62,25.29,352997.7,170242.52,88547.89,-81694.63,97,85
FARM01006,Maharashtra,Nashik,Village_330,Sugarcane,Co86032,2020-06-29,2020-09-28,Zaid,4.0,Red,7.7,131,115,145,Urea,Drip,115.1,31.3,77,Yes,Leaf Blight,Imidacloprid,15.13,12.1,272478.8,109981.06,26841.45,-83139.61,53,54
FARM01007,West Bengal,Siliguri,Village_50,Soybean,NRC37,2021-09-16,2022-01-28,Zaid,11.38,Clay,8.2,158,130,79,Vermicompost,Canal,46.2,33.4,65,No,None,Neem Oil,42.31,42.78,649214.8,381396.2,172822.02,-208574.18,79,63
FARM01008,Maharashtra,Nashik,Village_171,Potato,Kufri Jyoti,2023-10-18,2024-04-04,Zaid,17.97,Alluvial,7.0,115,95,109,Organic Compost,Canal,39.4,28.5,51,Yes,Leaf Blight,Imidacloprid,59.4,47.52,1050623.8,522406.81,157388.31,-365018.5,50,76
FARM01009,Punjab,Ludhiana,Village_11,Soybean,JS335,2020-05-04,2020-08-24,Rabi,18.73,Alluvial,7.5,117,131,111,Vermicompost,Sprinkler,77.9,26.5,68,No,None,Neem Oil,71.1,77.36,1340222.0,635236.88,216695.0,-418541.88,89,88
FARM01010,West Bengal,Siliguri,Village_78,Cotton,Suraj,2020-10-03,2021-03-17,Rabi,23.57,Red,7.9,76,167,167,Vermicompost,Canal,92.0,27.3,81,No,None,Neem Oil,83.68,89.8,1233407.7,579239.22,273237.35,-306001.87,87,49
FARM01011,Uttar Pradesh,Meerut,Village_407,Rice,Basmati,2020-12-23,2021-04-30,Zaid,21.03,Laterite,6.0,62,64,146,NPK,Drip,14.8,29.0,51,No,None,Neem Oil,51.35,50.38,1201984.5,656382.79,166914.53,-489468.26,67,53
FARM01012,West Bengal,Kolkata,Village_183,Potato,Kufri Pukhraj,2022-02-02,2022-07-05,Kharif,1.14,Black,6.8,59,118,171,NPK,Rain-fed,96.8,38.0,70,No,None,Neem Oil,5.43,5.61,35610.7,32385.81,14636.74,-17749.07,79,87
FARM01013,Maharashtra,Pune,Village_50,Rice,IR64,2022-04-20,2022-08-07,Rabi,15.51,Alluvial,5.6,99,75,153,Vermicompost,Drip,29.7,33.9,59,No,None,Neem Oil,47.97,48.59,736130.4,413124.43,95825.19,-317299.24,97,86
FARM01014,West Bengal,Siliguri,Village_122,Wheat,HD2967,2021-05-29,2021-10-14,Kharif,5.23,Laterite,6.0,75,152,91,Urea,Canal,72.8,27.9,68,No,None,Neem Oil,19.45,20.92,268932.6,89509.91,42969.87,-46540.04,76,91
FARM01015,Assam,Jorhat,Village_273,Soybean,NRC37,2023-06-23,2023-10-16,Zaid,23.82,Black,7.8,74,145,120,Organic Compost,Rain-fed,34.5,29.3,50,Yes,Leaf Blight,Chlorpyrifos,73.09,58.47,860820.9,603113.31,122330.43,-480782.88,32,59
FARM01016,Punjab,Ludhiana,Village_440,Millet,Ragi,2020-10-31,2021-02-24,Kharif,2.26,Laterite,8.1,100,121,92,DAP,Sprinkler,99.2,29.7,67,No,None,Neem Oil,8.05,8.68,69254.3,34548.26,26780.68,-7767.58,74,87
FARM01017,West Bengal,Kolkata,Village_253,Soybean,JS335,2022-04-21,2022-07-23,Zaid,23.78,Laterite,6.8,45,70,167,NPK,Drip,56.8,21.4,56,No,None,Neem Oil,82.26,82.86,1189381.8,516705.08,163679.03,-353026.05,58,89
FARM01018,Punjab,Amritsar,Village_220,Maize,HQPM1,2020-01-03,2020-04-07,Kharif,1.09,Loamy,7.8,153,161,135,Vermicompost,Drip,7.1,19.8,54,No,None,Neem Oil,2.51,2.57,55573.9,16423.34,5646.8,-10776.54,85,72
FARM01019,Assam,Jorhat,Village_463,Wheat,PBW725,2020-11-04,2021-04-06,Zaid,24.47,Loamy,7.4,165,154,138,Urea,Sprinkler,106.3,27.7,70,No,None,Neem Oil,92.39,99.47,1821426.8,664729.41,279082.04,-385647.37,81,78
FARM01020,Karnataka,Mysuru,Village_283,Potato,Kufri Pukhraj,2021-05-04,2021-08-12,Rabi,2.67,Alluvial,6.7,74,138,134,NPK,Canal,77.4,23.8,63,Yes,Leaf Blight,Chlorpyrifos,9.5,7.6,95086.7,45673.85,20542.88,-25130.97,44,84
FARM01021,Assam,Jorhat,Village_243,Sugarcane,Co0238,2020-11-24,2021-03-20,Zaid,11.46,Laterite,6.0,117,55,104,Vermicompost,Canal,131.9,27.5,87,No,None,Neem Oil,55.15,55.53,373992.7,317887.0,119381.95,-198505.05,59,93
FARM01022,West Bengal,Kolkata,Village_411,Rice,Basmati,2023-12-29,2024-04-17,Rabi,20.93,Loamy,6.7,163,171,101,DAP,Sprinkler,62.5,26.4,70,No,None,Neem Oil,64.94,69.3,471657.3,327890.06,180455.1,-147434.96,74,64
FARM01023,Uttar Pradesh,Meerut,Village_417,Cotton,Suraj,2021-12-04,2022-05-05,Kharif,9.91,Loamy,7.5,120,142,111,Organic Compost,Flood,37.4,18.2,57,Yes,Leaf Blight,Chlorpyrifos,31.9,25.52,728250.7,250152.82,60394.7,-189758.12,57,69
FARM01024,Punjab,Ludhiana,Village_79,Cotton,Suraj,2020-01-14,2020-04-30,Rabi,12.33,Laterite,5.5,170,155,77,DAP,Canal,48.6,32.3,57,No,None,Neem Oil,46.08,46.86,609691.4,245602.19,193043.67,-52558.52,86,92
FARM01025,Uttar Pradesh,Meerut,Village_344,Cotton,Suraj,2024-04-18,2024-10-05,Kharif,16.58,Alluvial,6.0,126,85,166,Organic Compost,Flood,58.0,16.8,69,Yes,Leaf Blight,Chlorpyrifos,52.79,42.23,420931.7,433111.86,129263.65,-303848.21,35,45
FARM01026,Tamil Nadu,Madurai,Village_243,Cotton,Suraj,2023-03-14,2023-07-18,Zaid,7.18,Alluvial,7.6,71,142,141,DAP,Rain-fed,77.6,30.3,69,Yes,Leaf Blight,Imidacloprid,23.27,18.62,534139.9,220910.59,68746.2,-152164.39,45,59
FARM01027,Karnataka,Belagavi,Village_251,Wheat,HD2967,2020-08-24,2021-02-08,Kharif,19.52,Alluvial,5.6,61,133,116,Urea,Flood,57.0,30.3,71,Yes,Leaf Blight,Imidacloprid,80.47,64.38,365212.0,588193.86,168636.11,-419557.75,32,48
FARM01028,Karnataka,Mysuru,Village_265,Maize,HQPM1,2021-10-30,2022-03-17,Zaid,22.53,Laterite,7.4,161,172,132,NPK,Rain-fed,174.7,20.3,92,No,None,Neem Oil,102.2,105.7,1014136.2,683078.66,417893.89,-265184.77,95,80
FARM01029,Tamil Nadu,Madurai,Village_71,Potato,Kufri Pukhraj,2021-02-06,2021-07-22,Zaid,11.86,Red,6.2,134,136,71,DAP,Rain-fed,184.4,25.4,96,No,None,Neem Oil,64.51,61.76,829071.6,256800.87,216502.51,-40298.36,72,46
FARM01030,Rajasthan,Kota,Village_197,Maize,DHM117,2022-02-18,2022-06-14,Rabi,14.66,Loamy,6.7,141,54,137,Organic Compost,Rain-fed,30.3,27.5,62,No,None,Neem Oil,41.19,44.8,820544.2,512626.97,102728.29,-409898.68,58,56
FARM01031,Karnataka,Belagavi,Village_188,Cotton,Suraj,2020-01-16,2020-07-13,Rabi,10.67,Alluvial,7.6,178,132,77,Urea,Canal,137.8,23.3,86,No,None,Neem Oil,53.25,56.3,591256.4,316715.98,158487.08,-158228.9,65,67
FARM01032,Karnataka,Belagavi,Village_182,Maize,DHM117,2024-05-19,2024-10-05,Zaid,22.32,Loamy,7.3,67,130,72,Vermicompost,Sprinkler,18.9,21.0,59,Yes,Leaf Blight,Chlorpyrifos,55.83,44.66,1167857.2,349345.03,163502.16,-185842.87,54,61
FARM01033,Punjab,Amritsar,Village_287,Sugarcane,Co86032,2022-09-11,2023-02-19,Rabi,15.53,Laterite,7.0,90,130,103,Urea,Drip,66.5,24.9,68,Yes,Leaf Blight,Imidacloprid,52.14,41.71,440037.7,279243.05,175139.92,-104103.13,25,87
FARM01034,Maharashtra,Pune,Village_163,Wheat,HD2967,2022-11-29,2023-05-08,Rabi,5.88,Black,6.7,127,130,73,Urea,Flood,30.1,30.7,57,Yes,Leaf Blight,Imidacloprid,20.27,16.22,357666.4,105281.5,56667.43,-48614.07,56,67
FARM01035,West Bengal,Siliguri,Village_5,Rice,IR64,2021-03-02,2021-08-16,Rabi,13.33,Black,7.3,108,140,171,DAP,Drip,98.6,31.4,71,No,None,Neem Oil,46.6,50.0,651549.4,328776.68,162163.83,-166612.85,86,71
FARM01036,Punjab,Amritsar,Village_163,Potato,Kufri Jyoti,2022-12-09,2023-04-01,Zaid,23.52,Loamy,5.9,40,164,53,Urea,Sprinkler,30.5,30.1,52,Yes,Leaf Blight,Chlorpyrifos,66.76,53.41,1456491.6,813469.33,131367.91,-682101.42,33,50
FARM01037,Rajasthan,Jaipur,Village_154,Soybean,JS335,2020-04-08,2020-08-10,Kharif,12.97,Alluvial,6.0,166,86,145,NPK,Flood,93.2,29.0,65,No,None,Neem Oil,54.43,54.16,629942.8,398080.05,201244.98,-196835.07,86,49
FARM01038,Tamil Nadu,Coimbatore,Village_311,Sugarcane,Co86032,2023-06-22,2023-12-08,Kharif,24.09,Black,7.2,171,109,144,Vermicompost,Rain-fed,62.0,29.3,63,No,None,Neem Oil,77.87,84.16,1378215.9,573810.78,343332.04,-230478.74,62,52
FARM01039,Tamil Nadu,Coimbatore,Village_161,Cotton,Bt,2020-02-14,2020-05-28,Kharif,13.58,Alluvial,8.0,169,49,103,Vermicompost,Flood,57.1,27.1,65,No,None,Neem Oil,39.91,43.57,711752.7,393743.34,179589.12,-214154.22,97,55
FARM01040,Assam,Guwahati,Village_446,Rice,Basmati,2022-06-20,2022-10-13,Zaid,23.26,Black,6.9,73,130,110,Vermicompost,Sprinkler,37.6,21.0,53,No,None,Neem Oil,92.05,92.47,1845954.4,327430.24,292152.68,-35277.56,95,45
FARM01041,Punjab,Ludhiana,Village_260,Maize,DHM117,2020-10-04,2021-03-27,Zaid,7.41,Laterite,6.7,176,172,180,Vermicompost,Sprinkler,44.5,30.3,55,Yes,Leaf Blight,Imidacloprid,23.91,19.13,115721.2,217707.8,58504.28,-159203.52,68,73
FARM01042,Uttar Pradesh,Lucknow,Village_323,Potato,Kufri Pukhraj,2020-05-11,2020-10-22,Rabi,23.09,Laterite,6.6,73,82,168,Organic Compost,Canal,52.9,30.9,59,No,None,Neem Oil,83.6,90.27,1102807.6,700445.58,180361.07,-520084.51,80,59
FARM01043,Uttar Pradesh,Lucknow,Village_335,Rice,Basmati,2024-05-01,2024-08-31,Rabi,19.38,Loamy,6.7,85,167,81,Urea,Flood,26.1,20.6,57,Yes,Leaf Blight,Imidacloprid,70.59,56.47,1204201.7,235455.19,121429.17,-114026.02,64,63
FARM01044,Rajasthan,Jaipur,Village_8,Sugarcane,Co0238,2021-03-10,2021-07-28,Zaid,22.39,Alluvial,5.8,104,114,142,DAP,Canal,66.6,28.5,72,No,None,Neem Oil,99.3,95.87,564811.9,701213.39,263663.0,-437550.39,82,83
FARM01045,Maharashtra,Pune,Village_264,Cotton,Bt,2023-06-28,2023-10-21,Rabi,14.99,Laterite,6.9,64,129,172,DAP,Flood,83.9,24.7,64,Yes,Leaf Blight,Imidacloprid,60.42,48.34,678942.9,234393.05,198035.83,-36357.22,61,45
FARM01046,Rajasthan,Jaipur,Village_6,Wheat,HD2967,2022-09-13,2023-01-24,Kharif,15.39,Loamy,6.7,164,51,155,Vermicompost,Rain-fed,81.0,27.5,76,No,None,Neem Oil,57.47,58.88,533552.9,478432.36,202787.01,-275645.35,56,66
FARM01047,Assam,Guwahati,Village_366,Sugarcane,Co86032,2020-01-30,2020-07-28,Zaid,9.3,Red,6.1,84,97,131,NPK,Canal,101.4,26.1,73,No,None,Neem Oil,40.35,41.35,409202.3,238999.34,146048.28,-92951.06,56,69
FARM01048,West Bengal,Kolkata,Village_313,Cotton,Bt,2023-06-02,2023-10-05,Zaid,19.24,Clay,5.9,41,105,129,Vermicompost,Drip,73.9,33.6,65,No,None,Neem Oil,71.87,75.98,1317639.0,625154.48,172866.91,-452287.57,64,51
FARM01049,Rajasthan,Kota,Village_492,Cotton,Bt,2021-05-27,2021-08-28,Rabi,14.58,Loamy,5.6,119,160,161,Organic Compost,Canal,36.8,36.8,67,Yes,Leaf Blight,Imidacloprid,45.94,36.75,804683.0,405748.7,151839.48,-253909.22,45,86
FARM01050,Rajasthan,Kota,Village_348,Maize,HQPM1,2023-10-14,2024-03-12,Zaid,5.04,Clay,6.2,61,158,72,DAP,Flood,52.1,32.9,69,Yes,Leaf Blight,Imidacloprid,17.03,13.62,282392.9,173098.93,46409.18,-126689.75,50,84
FARM01051,Uttar Pradesh,Lucknow,Village_132,Sugarcane,Co86032,2020-04-11,2020-08-05,Kharif,13.82,Black,6.3,78,85,84,Organic Compost,Drip,66.1,22.4,59,Yes,Leaf Blight,Imidacloprid,47.87,38.3,559998.5,275351.99,99955.17,-175396.82,32,56
FARM01052,Punjab,Amritsar,Village_65,Soybean,JS335,2021-04-23,2021-09-03,Rabi,24.62,Alluvial,6.6,177,88,110,Vermicompost,Rain-fed,87.0,26.5,66,No,None,Neem Oil,99.29,98.41,1533372.6,319383.27,243200.24,-76183.03,84,48
FARM01053,Rajasthan,Jaipur,Village_342,Cotton,Bt,2021-07-03,2021-11-05,Zaid,8.29,Clay,7.9,136,128,112,Urea,Flood,64.4,32.1,61,No,None,Neem Oil,28.26,28.23,453190.7,202062.56,87907.43,-114155.13,90,68
FARM01054,Rajasthan,Kota,Village_320,Rice,IR64,2023-08-18,2023-12-02,Rabi,10.62,Alluvial,6.6,128,171,52,Vermicompost,Drip,61.1,20.6,63,No,None,Neem Oil,41.41,39.52,214389.5,221722.17,147220.81,-74501.36,89,85
FARM01055,West Bengal,Kolkata,Village_484,Wheat,PBW725,2020-08-12,2021-01-20,Zaid,4.32,Red,6.9,88,172,153,DAP,Drip,59.0,32.3,71,No,None,Neem Oil,18.76,19.35,150820.8,99168.89,42848.16,-56320.73,57,72
FARM01056,Punjab,Amritsar,Village_111,Wheat,HD2967,2020-12-23,2021-06-16,Zaid,7.76,Clay,7.9,72,47,66,Urea,Rain-fed,70.8,35.3,66,No,None,Neem Oil,26.43,26.66,499230.7,174423.94,107921.07,-66502.87,84,88
FARM01057,Tamil Nadu,Coimbatore,Village_333,Soybean,JS335,2021-11-17,2022-05-10,Rabi,21.52,Alluvial,5.6,66,91,79,NPK,Canal,47.8,28.0,68,Yes,Leaf Blight,Chlorpyrifos,73.44,58.75,500642.1,744687.3,221772.72,-522914.58,34,87
FARM01058,Karnataka,Mysuru,Village_94,Potato,Kufri Jyoti,2021-06-12,2021-11-06,Zaid,20.42,Laterite,7.5,132,86,102,Organic Compost,Flood,51.1,25.7,62,Yes,Leaf Blight,Chlorpyrifos,66.28,53.02,1587719.7,567143.4,105457.84,-461685.56,68,80
FARM01059,Assam,Guwahati,Village_382,Cotton,Suraj,2020-04-30,2020-10-12,Zaid,12.08,Loamy,6.8,153,112,54,NPK,Drip,95.8,23.8,79,No,None,Neem Oil,44.51,42.6,269941.0,253499.04,77396.36,-176102.68,85,93
FARM01060,West Bengal,Siliguri,Village_410,Wheat,PBW725,2022-12-26,2023-06-09,Rabi,20.41,Loamy,5.9,140,43,143,Vermicompost,Drip,82.5,21.7,70,No,None,Neem Oil,88.57,94.97,1000571.6,522585.43,257446.17,-265139.26,80,55
FARM01061,Tamil Nadu,Coimbatore,Village_133,Rice,Basmati,2020-05-23,2020-10-11,Kharif,22.51,Loamy,6.5,155,53,171,Urea,Rain-fed,58.2,19.5,69,Yes,Leaf Blight,Chlorpyrifos,95.25,76.2,936417.1,623260.98,273544.46,-349716.52,57,79
FARM01062,Maharashtra,Nashik,Village_164,Sugarcane,Co0238,2023-01-23,2023-05-06,Zaid,21.99,Black,6.8,152,52,70,NPK,Flood,124.6,26.4,87,Yes,Leaf Blight,Chlorpyrifos,105.62,84.5,1625469.4,388911.38,347092.56,-41818.82,46,45
